1,0.0948317
2,0.0911527
3,0.0955214
4,0.103134
5,0.106103
6,0.109086
7,0.127826
8,0.103556
9,0.0940764
10,0.0990619
11,0.0905271
12,0.0969534
13,0.105355
14,0.0989989
15,0.0903716
16,0.0975821
17,0.0923183
18,0.0927325
19,0.102223
20,0.0833747
21,0.0995211
22,0.0886493
23,0.0970403
24,0.0867186
25,0.109213
26,0.0976637
27,0.132655
28,0.11723
29,0.122261
30,0.109448
31,0.116522
32,0.116259
33,0.130729
34,0.114303
35,0.122841
36,0.120518
37,0.122286
38,0.11177
39,0.120221
40,0.109507
41,0.125363
42,0.108807
43,0.116082
44,0.113189
45,0.108111
46,0.110817
47,0.121927
48,0.114125
49,0.114091
50,0.110637
51,0.113849
52,0.126015
53,0.134514
54,0.131919
55,0.132213
56,0.138339
57,0.115613
58,0.111375
59,0.113505
60,0.10641
61,0.107208
62,0.106411
63,0.109694
64,0.100687
65,0.106554
66,0.0946343
67,0.110099
68,0.0990283
69,0.115129
70,0.106174
71,0.11059
72,0.0998936
73,0.110585
74,0.109659
75,0.114421
76,0.100804
77,0.115241
78,0.104595
79,0.10586
80,0.103305
81,0.101791
82,0.100067
83,0.100823
84,0.093174
85,0.107427
86,0.0997766
87,0.110998
88,0.098783
89,0.119046
90,0.102645
91,0.115229
92,0.0955217
93,0.108727
94,0.0994548
95,0.109743
96,0.109514
97,0.110319
98,0.115956
99,0.101834
100,0.101509
101,0.0999193
102,0.0965236
103,0.115418
104,0.0968464
105,0.100816
106,0.0981581
107,0.107081
108,0.102439
109,0.105342
110,0.0897908
111,0.293358
112,0.101966
113,0.108234
114,0.101479
115,0.103465
116,0.0980574
117,0.111119
118,0.0994412
119,0.105048
120,0.103652
121,0.108233
122,0.0987567
123,0.112792
124,0.102011
125,0.103675
126,0.0981241
127,0.0999839
128,0.103754
129,0.107404
130,0.101279
131,0.101879
132,0.101225
133,0.103198
134,0.102173
135,0.128011
136,0.120946
137,0.116417
138,0.114932
139,0.10686
140,0.108219
141,0.100562
142,0.100201
143,0.0990593
144,0.101984
145,0.110455
146,0.103653
147,0.105464
148,0.0999234
149,0.104412
150,0.0939089
151,0.1119
152,0.107774
153,0.113436
154,0.105551
