# timestamp(s) tx ty tz qx qy qz qw
1694526973.90445 -0.014751 -0.004126 0.060139 0.032633 -0.025087 -0.699040 0.713897
1694526973.93163 0.035779 0.130412 -0.018666 0.080164 0.015053 -0.711556 0.697879
1694526973.96545 0.032056 0.125435 -0.015407 0.080002 0.019736 -0.711912 0.697417
1694526973.99864 0.028542 0.115584 -0.003780 0.079096 0.024880 -0.706597 0.702742
1694526974.03176 0.031370 0.104805 0.010432 0.082227 0.032815 -0.701432 0.707217
1694526974.06495 0.030930 0.089662 0.021401 0.081557 0.040231 -0.695130 0.713109
1694526974.09801 0.028292 0.072532 0.035530 0.078624 0.048660 -0.689778 0.718093
1694526974.13120 0.026403 0.052587 0.048418 0.073505 0.056316 -0.684783 0.722840
1694526974.16443 0.026293 0.032256 0.062185 0.071088 0.063604 -0.677941 0.728901
1694526974.19767 0.026847 0.009272 0.076156 0.070813 0.068734 -0.671083 0.734785
1694526974.23082 0.026838 -0.015103 0.091186 0.070259 0.069411 -0.663693 0.741457
1694526974.26392 0.023524 -0.041920 0.107680 0.068769 0.071845 -0.660332 0.744359
1694526974.29730 0.020797 -0.069383 0.125096 0.070997 0.073848 -0.657271 0.746659
1694526974.33049 0.017623 -0.099530 0.141760 0.075347 0.074803 -0.655806 0.747426
1694526974.36370 0.014312 -0.131795 0.158075 0.080159 0.074612 -0.657456 0.745493
1694526974.39684 0.010686 -0.166092 0.174970 0.083770 0.074609 -0.661098 0.741867
1694526974.43005 0.006688 -0.202704 0.191066 0.090206 0.074971 -0.663538 0.738890
1694526974.46328 0.002375 -0.241601 0.207240 0.097218 0.076032 -0.665901 0.735761
1694526974.49650 -0.002457 -0.282759 0.223193 0.103166 0.076019 -0.668322 0.732751
1694526974.52973 -0.007930 -0.325907 0.238914 0.107999 0.075448 -0.670374 0.730235
1694526974.56296 -0.013825 -0.371198 0.254245 0.111924 0.075502 -0.671933 0.728202
1694526974.59617 -0.020399 -0.419123 0.268855 0.116366 0.077124 -0.671473 0.727760
1694526974.62940 -0.027591 -0.469082 0.282722 0.119641 0.079653 -0.670300 0.728038
1694526974.66262 -0.035395 -0.521686 0.295905 0.124182 0.085605 -0.668952 0.727842
1694526974.69583 -0.044153 -0.577014 0.308329 0.128423 0.091594 -0.667113 0.728065
1694526974.72905 -0.053902 -0.634859 0.320162 0.132385 0.097271 -0.663854 0.729596
1694526974.76193 -0.075135 -0.689791 0.325674 0.136668 0.097733 -0.657689 0.734313
1694526974.79515 -0.088333 -0.751538 0.336454 0.138516 0.101570 -0.654262 0.736504
1694526974.82837 -0.102695 -0.816898 0.346774 0.140004 0.106504 -0.651081 0.738342
1694526974.86159 -0.118009 -0.886559 0.356362 0.142702 0.115763 -0.649731 0.737621
1694526974.89481 -0.134050 -0.959354 0.364773 0.144786 0.125344 -0.650453 0.735008
1694526974.92803 -0.150871 -1.035290 0.371789 0.145075 0.130670 -0.653106 0.731663
1694526974.96124 -0.168803 -1.116185 0.377202 0.147591 0.135268 -0.654802 0.728803
1694526974.99446 -0.187336 -1.199655 0.380942 0.149351 0.136553 -0.657169 0.726069
1694526975.02767 -0.206243 -1.285974 0.382930 0.148878 0.135005 -0.662551 0.721550
1694526975.06089 -0.225567 -1.375454 0.382913 0.146450 0.130808 -0.667695 0.718070
1694526975.09411 -0.245135 -1.468557 0.380599 0.142035 0.126314 -0.674600 0.713292
1694526975.12732 -0.264656 -1.564176 0.376227 0.137809 0.123994 -0.684478 0.705070
1694526975.16053 -0.284197 -1.662371 0.369769 0.134302 0.121689 -0.694682 0.696112
1694526975.19375 -0.304098 -1.765125 0.360663 0.134030 0.120685 -0.703686 0.687239
1694526975.22695 -0.324080 -1.869874 0.349281 0.137469 0.121329 -0.711925 0.677897
1694526975.26017 -0.344201 -1.977621 0.335925 0.141995 0.121194 -0.720297 0.668073
1694526975.29338 -0.364475 -2.089903 0.320409 0.147645 0.121674 -0.728643 0.657629
1694526975.32659 -0.384592 -2.203862 0.303254 0.152373 0.123149 -0.736694 0.647223
1694526975.35980 -0.404726 -2.320896 0.284800 0.155370 0.126360 -0.744411 0.636982
1694526975.39301 -0.424725 -2.442286 0.264727 0.155632 0.131001 -0.751961 0.627035
1694526975.42622 -0.444895 -2.565640 0.243579 0.152660 0.135791 -0.759526 0.617557
1694526975.45967 -0.465334 -2.693271 0.221181 0.148814 0.141971 -0.767274 0.607445
1694526975.49313 -0.485597 -2.825032 0.197520 0.144960 0.147820 -0.775927 0.595881
1694526975.52658 -0.506801 -2.960098 0.172788 0.142433 0.151737 -0.785045 0.583432
1694526975.56003 -0.528615 -3.099046 0.147002 0.142314 0.153799 -0.794316 0.570224
1694526975.59350 -0.550088 -3.243008 0.120123 0.144436 0.155178 -0.804113 0.555392
1694526975.62696 -0.572733 -3.390801 0.091989 0.147753 0.156858 -0.813940 0.539506
1694526975.66041 -0.595739 -3.543061 0.062711 0.150513 0.158410 -0.823321 0.523826
1694526975.69387 -0.619048 -3.699800 0.032477 0.151047 0.159365 -0.832002 0.509471
1694526975.72734 -0.642732 -3.861179 0.001285 0.150458 0.160768 -0.839915 0.496043
1694526975.76080 -0.666863 -4.027246 -0.030807 0.149640 0.163005 -0.847290 0.482841
1694526975.79427 -0.691598 -4.198004 -0.063852 0.148647 0.164957 -0.854742 0.469158
1694526975.82773 -0.717083 -4.373434 -0.097859 0.147518 0.166294 -0.862296 0.455007
1694526975.86120 -0.743510 -4.553545 -0.132928 0.145892 0.166327 -0.870340 0.439954
1694526975.89468 -0.770994 -4.738493 -0.169211 0.143709 0.166189 -0.878990 0.423208
1694526975.92815 -0.799682 -4.928461 -0.207018 0.139970 0.165778 -0.888554 0.404224
1694526975.96162 -0.829770 -5.123726 -0.246511 0.135024 0.165807 -0.898137 0.384223
1694526975.99510 -0.861357 -5.324721 -0.287793 0.130721 0.168538 -0.906644 0.364011
1694526976.02855 -0.913531 -5.462440 -0.324101 0.126867 0.170816 -0.913991 0.345467
1694526976.06206 -0.934810 -5.691105 -0.368529 0.121953 0.179060 -0.920498 0.325190
1694526976.09550 -0.978500 -5.872931 -0.410858 0.115555 0.183340 -0.927280 0.305262
1694526976.12898 -1.016520 -6.093064 -0.458551 0.109058 0.188153 -0.933737 0.284325
1694526976.16247 -1.055984 -6.319032 -0.508216 0.103891 0.192367 -0.939465 0.263833
1694526976.19595 -1.096974 -6.550643 -0.559959 0.100009 0.196198 -0.944351 0.244348
1694526976.22944 -1.139467 -6.787835 -0.613910 0.096314 0.199325 -0.948571 0.226287
1694526976.26293 -1.183453 -7.030445 -0.670094 0.092930 0.201702 -0.952273 0.209419
1694526976.29643 -1.228973 -7.278416 -0.728519 0.090607 0.203869 -0.955516 0.192917
1694526976.32992 -1.276171 -7.531693 -0.789198 0.090018 0.205695 -0.958431 0.176059
1694526976.36342 -1.325241 -7.790281 -0.852132 0.090715 0.207223 -0.960957 0.159345
1694526976.39692 -1.376328 -8.054139 -0.917458 0.091071 0.208211 -0.963070 0.144399
1694526976.43041 -1.429486 -8.323254 -0.985137 0.091598 0.209055 -0.964772 0.130846
1694526976.46369 -1.484408 -8.595795 -1.054692 0.092810 0.209920 -0.966201 0.117370
1694526976.49696 -1.541589 -8.873560 -1.126579 0.095342 0.210973 -0.967289 0.103694
1694526976.53024 -1.601250 -9.156534 -1.200712 0.099650 0.212034 -0.967924 0.090743
1694526976.56351 -1.663675 -9.444796 -1.277131 0.104634 0.212922 -0.968242 0.078885
1694526976.59678 -1.729106 -9.738392 -1.355877 0.109329 0.213678 -0.968327 0.068787
1694526976.63005 -1.797755 -10.037469 -1.436943 0.113409 0.214872 -0.968154 0.060391
1694526976.66332 -1.869787 -10.342212 -1.520281 0.116677 0.217275 -0.967622 0.053724
1694526976.69659 -1.945157 -10.652694 -1.605765 0.118844 0.220824 -0.966831 0.048479
1694526976.72986 -2.023436 -10.968809 -1.693026 0.120650 0.224663 -0.965946 0.043805
1694526976.76313 -2.104273 -11.290458 -1.781932 0.121784 0.228076 -0.965174 0.039866
1694526976.79640 -2.187623 -11.617663 -1.872604 0.122032 0.230794 -0.964617 0.036833
1694526976.82967 -2.273811 -11.950742 -1.965393 0.121874 0.233480 -0.964104 0.033730
1694526976.86293 -2.363100 -12.290015 -2.060486 0.122748 0.236948 -0.963247 0.030738
1694526976.89620 -2.455287 -12.635601 -2.157748 0.124887 0.240991 -0.962019 0.029089
1694526976.92947 -2.549665 -12.987503 -2.256791 0.127806 0.244772 -0.960739 0.027063
1694526976.96273 -2.645688 -13.345831 -2.357371 0.131517 0.248127 -0.959501 0.022242
1694526976.99600 -2.743592 -13.710613 -2.459782 0.135661 0.251252 -0.958240 0.015621
1694526977.02926 -2.843895 -14.081848 -2.564371 0.139808 0.253817 -0.957042 0.010083
1694526977.06252 -2.947016 -14.459372 -2.671279 0.144010 0.254910 -0.956151 0.007534
1694526977.09578 -3.053070 -14.843080 -2.780526 0.147402 0.253940 -0.955898 0.006750
1694526977.12905 -3.161786 -15.232833 -2.892013 0.148668 0.250856 -0.956524 0.005554
1694526977.16231 -3.273154 -15.628551 -3.005761 0.148342 0.245927 -0.957866 0.002515
