# timestamp(s) tx ty tz qx qy qz qw
1693382237.77085 -0.000748 0.045582 0.037939 -0.001315 0.033594 -0.723489 0.689517
1693382237.80102 -0.005792 -0.025678 0.032462 0.003372 0.036906 -0.728785 0.683739
1693382237.83440 -0.006076 -0.017637 0.042335 0.010032 0.030735 -0.734292 0.678063
1693382237.86816 -0.008654 -0.007968 0.054985 0.013864 0.025676 -0.739544 0.672476
1693382237.90164 -0.007533 0.001234 0.069581 0.014459 0.019224 -0.744744 0.666917
1693382237.93544 -0.007678 0.010586 0.085361 0.014514 0.015614 -0.747641 0.663761
1693382237.96905 -0.007017 0.018560 0.102412 0.014146 0.011668 -0.749560 0.661682
1693382238.00280 -0.006395 0.026027 0.120559 0.013643 0.008721 -0.750785 0.660348
1693382238.03650 -0.007006 0.036445 0.139236 0.013050 0.007235 -0.751950 0.659051
1693382238.07033 -0.012931 0.029981 0.146547 0.008642 0.004142 -0.752966 0.657989
1693382238.10393 -0.012155 0.037398 0.178570 0.009461 0.006186 -0.754656 0.656023
1693382238.13716 -0.012523 0.046427 0.198711 0.008933 0.004897 -0.756568 0.653836
1693382238.17054 -0.012933 0.050732 0.220587 0.008578 0.005041 -0.758787 0.651263
1693382238.20356 -0.010072 0.045613 0.230815 0.009932 0.000772 -0.760213 0.649598
1693382238.23695 -0.008999 0.050564 0.254781 0.012483 0.001730 -0.763343 0.645870
1693382238.27032 -0.004694 0.057771 0.285928 0.014875 0.003280 -0.767891 0.640399
1693382238.30368 -0.011129 0.063362 0.308337 0.018426 0.002579 -0.770707 0.636918
1693382238.33701 -0.011364 0.069106 0.331833 0.020827 0.001331 -0.774569 0.632145
1693382238.37030 -0.015820 0.077004 0.360359 0.023759 0.000498 -0.777476 0.628463
1693382238.40355 -0.022071 0.081206 0.376124 0.024113 -0.001852 -0.779676 0.625716
1693382238.43691 -0.024289 0.087211 0.401819 0.022745 -0.002981 -0.783328 0.621185
1693382238.47013 -0.023619 0.089640 0.421996 0.021610 -0.003981 -0.786837 0.616770
1693382238.50323 -0.023335 0.093892 0.447429 0.019547 -0.005086 -0.788632 0.614534
1693382238.53648 -0.023122 0.097176 0.471316 0.017965 -0.005077 -0.788748 0.614433
1693382238.56977 -0.025127 0.101955 0.496950 0.014281 -0.004714 -0.788383 0.615001
1693382238.60312 -0.026993 0.105680 0.521483 0.009632 -0.003778 -0.788186 0.615350
1693382238.63642 -0.031045 0.110921 0.548600 0.005767 -0.001380 -0.788156 0.615448
