# timestamp(s) tx ty tz qx qy qz qw
1693381969.71378 0.010728 0.007863 0.031295 -0.001366 0.078878 -0.700298 0.709478
1693381969.74654 0.012057 0.003484 0.025921 0.003613 0.077660 -0.696733 0.713105
1693381969.77962 0.012814 0.002027 0.030242 0.008976 0.073703 -0.694823 0.715338
1693381969.81247 0.014952 -0.000365 0.033926 0.016503 0.068772 -0.693470 0.717006
1693381969.84590 0.013013 -0.003772 0.036260 0.022402 0.065016 -0.692642 0.717996
1693381969.87970 0.012016 -0.007524 0.037415 0.024077 0.062285 -0.693285 0.717563
1693381969.91326 0.014109 -0.011479 0.038591 0.022287 0.060621 -0.694340 0.716743
1693381969.94675 0.017337 -0.015458 0.038394 0.018828 0.059952 -0.694852 0.716402
1693381969.98014 0.021368 -0.020495 0.037850 0.014957 0.059457 -0.694274 0.717095
1693381970.01377 0.026750 -0.018673 0.038549 0.010753 0.059450 -0.693280 0.718132
1693381970.04722 0.024679 -0.017560 0.043230 0.007419 0.058259 -0.689352 0.722042
1693381970.08063 0.020116 -0.015605 0.047113 0.003524 0.055691 -0.684654 0.726729
1693381970.11401 0.015695 -0.012997 0.052111 -0.000699 0.052585 -0.680351 0.730997
1693381970.14672 0.026905 -0.012462 0.066754 -0.003980 0.050761 -0.679910 0.731526
1693381970.17968 0.026215 -0.000640 0.086175 -0.007036 0.047764 -0.678279 0.733216
1693381970.21290 0.044240 -0.001312 0.107591 -0.009374 0.045598 -0.681909 0.729954
1693381970.24601 0.042301 0.009406 0.128444 -0.008921 0.042148 -0.682973 0.729172
1693381970.27904 0.039564 0.020611 0.148096 -0.005709 0.037855 -0.684797 0.727727
1693381970.31228 0.035498 0.034168 0.169465 -0.000050 0.034204 -0.687293 0.725575
1693381970.34566 0.032860 0.048138 0.191688 0.005851 0.030240 -0.690562 0.722617
1693381970.37894 0.030746 0.061671 0.213611 0.010251 0.026725 -0.694441 0.718980
1693381970.41234 0.029520 0.077052 0.237697 0.013227 0.025028 -0.697525 0.716001
1693381970.44528 0.028481 0.093049 0.264500 0.013768 0.024864 -0.698906 0.714649
