# timestamp(s) tx ty tz qx qy qz qw
1693382237.77057 -0.014851 0.050487 0.038599 -0.000886 0.031959 -0.723898 0.689165
1693382237.80071 -0.004413 -0.011586 0.042224 0.003413 0.036874 -0.730002 0.682441
1693382237.83414 -0.004916 -0.002552 0.052425 0.010120 0.030838 -0.734807 0.677499
1693382237.86803 -0.007987 0.008350 0.065306 0.013887 0.026133 -0.739277 0.672751
1693382237.90162 -0.006934 0.018632 0.080216 0.014607 0.019987 -0.743908 0.667824
1693382237.93547 -0.006563 0.028629 0.096177 0.014876 0.016534 -0.746555 0.664952
1693382237.96909 -0.005423 0.037072 0.113448 0.014782 0.012705 -0.748319 0.663052
1693382238.00286 -0.004300 0.044706 0.131530 0.014505 0.009864 -0.749475 0.661800
1693382238.03655 -0.005056 0.056084 0.150663 0.014148 0.008526 -0.750567 0.660588
1693382238.07040 -0.013054 0.050566 0.160956 0.010246 0.005761 -0.751182 0.659990
1693382238.10397 -0.013122 0.055664 0.188888 0.011017 0.007274 -0.752562 0.658389
1693382238.13720 -0.013815 0.063843 0.208654 0.010696 0.005945 -0.754300 0.656416
1693382238.17057 -0.014711 0.067903 0.229809 0.010411 0.005978 -0.756417 0.653980
1693382238.20362 -0.007875 0.060858 0.238186 0.011673 0.001510 -0.758229 0.651882
1693382238.23700 -0.005909 0.064847 0.260569 0.014156 0.002313 -0.761441 0.648075
1693382238.27038 0.001299 0.070980 0.289259 0.016437 0.003721 -0.766346 0.642208
1693382238.30374 -0.004386 0.075881 0.310750 0.019898 0.002963 -0.769247 0.638634
1693382238.33708 -0.004092 0.080992 0.332994 0.022236 0.001593 -0.773088 0.633907
1693382238.37037 -0.006314 0.087884 0.360034 0.024890 0.000780 -0.776321 0.629845
1693382238.40363 -0.011666 0.092508 0.378174 0.025209 -0.001155 -0.778763 0.626810
1693382238.43697 -0.013577 0.098523 0.403770 0.023837 -0.002276 -0.782434 0.622273
1693382238.47016 -0.012398 0.101200 0.424424 0.022628 -0.003263 -0.786070 0.617715
1693382238.50326 -0.011446 0.105406 0.449524 0.020635 -0.004415 -0.787844 0.615514
1693382238.53652 -0.010424 0.108760 0.473087 0.019121 -0.004447 -0.787982 0.615385
1693382238.56980 -0.011797 0.113642 0.498638 0.015543 -0.004093 -0.787662 0.615898
1693382238.60316 -0.013136 0.117392 0.523075 0.011076 -0.003273 -0.787444 0.616278
1693382238.63646 -0.016967 0.122671 0.550218 0.007310 -0.000955 -0.787443 0.616344
1693382238.66979 -0.020845 0.127825 0.578087 0.004372 -0.001391 -0.787707 0.616032
1693382238.70301 -0.024542 0.131846 0.603871 0.005387 -0.001556 -0.788115 0.615502
1693382238.73627 -0.028153 0.135487 0.627962 0.007599 -0.003670 -0.789158 0.614133
1693382238.76953 -0.030897 0.138780 0.651853 0.011734 -0.005294 -0.790828 0.611903
1693382238.80281 -0.033401 0.143032 0.675185 0.015674 -0.007469 -0.792502 0.609622
1693382238.83615 -0.034644 0.146723 0.696819 0.018393 -0.009700 -0.794472 0.606945
1693382238.86947 -0.035058 0.150055 0.714970 0.020223 -0.011232 -0.796028 0.604818
1693382238.90277 -0.036369 0.153386 0.734043 0.021554 -0.011052 -0.797822 0.602407
1693382238.93613 -0.038559 0.156507 0.749753 0.023250 -0.010842 -0.799324 0.600352
1693382238.96943 -0.040590 0.160273 0.766901 0.024912 -0.011599 -0.801134 0.597854
1693382239.00247 -0.042769 0.163667 0.782994 0.028212 -0.013755 -0.800963 0.597890
1693382239.03571 -0.045160 0.166851 0.798906 0.031566 -0.016590 -0.799091 0.600152
1693382239.06901 -0.047767 0.168467 0.809880 0.035286 -0.018790 -0.796709 0.603039
1693382239.10218 -0.053052 0.170503 0.818638 0.036287 -0.022398 -0.793818 0.606658
1693382239.13551 -0.055143 0.173595 0.830965 0.034096 -0.025344 -0.791759 0.609355
1693382239.16866 -0.058053 0.175554 0.844723 0.031609 -0.027521 -0.789296 0.612581
1693382239.20175 -0.060529 0.176698 0.856366 0.029819 -0.028906 -0.787903 0.614397
1693382239.23491 -0.062208 0.177343 0.865064 0.029190 -0.029837 -0.787478 0.614927
1693382239.26805 -0.064211 0.177976 0.871582 0.029517 -0.031626 -0.786994 0.615442
1693382239.30119 -0.065894 0.178336 0.878311 0.031061 -0.034377 -0.786396 0.615982
1693382239.33432 -0.067705 0.178706 0.884121 0.034251 -0.038091 -0.785808 0.616346
1693382239.36746 -0.069085 0.178692 0.890043 0.038609 -0.042309 -0.785643 0.616023
1693382239.40060 -0.070269 0.178997 0.895426 0.043705 -0.048173 -0.785578 0.615334
