1693382559027013376,-0.04923,-0.05475,0.13577,0.99964,-0.02052,-0.01399,-0.01034,-0.17969,-0.13830,0.48515,
1693382559128648448,-0.06742,-0.06970,0.18578,0.99942,-0.02425,-0.02283,0.00662,-0.17645,-0.12136,0.55008,
1693382559230319616,-0.08134,-0.07881,0.24503,0.99904,-0.03231,-0.01858,0.02316,-0.14575,-0.07483,0.62308,
1693382559331441920,-0.08930,-0.08094,0.30912,0.99914,-0.03216,-0.01133,0.02349,-0.09746,-0.04578,0.66673,
1693382559398355456,-0.09044,-0.08169,0.35029,0.99957,-0.01939,-0.00945,0.01971,-0.05967,-0.02419,0.66232,
1693382559499108096,-0.09259,-0.09234,0.42876,0.99976,-0.00467,0.00581,0.02062,-0.02221,-0.02722,0.67907,
1693382559599869952,-0.09262,-0.10043,0.50181,0.99961,-0.00567,0.01311,0.02401,-0.01419,-0.03211,0.69628,
1693382559700643072,-0.09956,-0.11049,0.56958,0.99944,-0.00733,0.01282,0.02999,-0.01798,-0.05523,0.69839,
1693382559801425152,-0.10513,-0.12223,0.62447,0.99942,-0.00574,0.00125,0.03368,-0.04126,-0.06013,0.63012,
1693382559902218752,-0.10723,-0.13201,0.68885,0.99919,-0.00248,-0.00574,0.03984,-0.05197,-0.07263,0.55661,
1693382559969419776,-0.11373,-0.14015,0.71815,0.99880,0.00396,-0.01413,0.04666,-0.07128,-0.08803,0.49982,
1693382560070229248,-0.12021,-0.14537,0.77119,0.99832,0.01043,-0.02127,0.05296,-0.07213,-0.07491,0.41952,
1693382560171049984,-0.14088,-0.14447,0.82896,0.99833,0.00984,-0.02651,0.05047,-0.07496,-0.03761,0.33859,
1693382560271880192,-0.13606,-0.13465,0.89398,0.99825,-0.02050,-0.00237,0.05543,-0.04407,-0.06853,0.29723,
1693382560372717312,-0.12483,-0.15408,0.91668,0.99750,-0.01919,0.02267,0.06416,-0.06056,-0.11162,0.22840,
1693382560472838144,-0.13220,-0.16870,0.92713,0.99730,-0.01499,0.02520,0.06729,-0.06937,-0.10925,0.18510,
1693382560572970496,-0.15182,-0.17048,0.94501,0.99781,-0.01706,0.01733,0.06157,-0.05532,-0.06999,0.16959,
1693382560639730688,-0.15739,-0.17696,0.94046,0.99813,-0.00911,0.01390,0.05884,-0.04101,-0.05653,0.13073,
1693382560739879168,-0.14721,-0.19187,0.94107,0.99824,0.00407,0.01587,0.05705,-0.00808,-0.05469,0.10590,
1693382560840038656,-0.14734,-0.19957,0.94805,0.99808,0.00770,0.01248,0.06015,0.02457,-0.02728,0.09788,
1693382560940207360,-0.13656,-0.19518,0.95927,0.99775,0.00660,0.01993,0.06366,0.07416,0.00503,0.12067,
1693382561040387584,-0.11229,-0.19736,0.97729,0.99657,0.01411,0.04025,0.07092,0.14067,0.01546,0.13837,
1693382561140577024,-0.10839,-0.19589,0.97839,0.99593,0.01850,0.02891,0.08330,0.16420,0.03666,0.10252,
1693382561240777728,-0.09994,-0.18595,0.97062,0.99544,0.01850,0.00766,0.09323,0.18555,0.06904,0.05653,
1693382561307583744,-0.09173,-0.17518,0.97463,0.99547,0.01563,-0.00596,0.09357,0.22370,0.11402,0.03993,
1693382561407758592,-0.06052,-0.16948,0.98517,0.99414,0.01861,0.00071,0.10645,0.27089,0.10445,0.04020,
1693382561509152000,-0.02840,-0.16321,0.99839,0.99213,0.02745,0.00970,0.12178,0.30358,0.09407,0.05809,
1693382561610578688,0.00227,-0.15398,1.00333,0.98951,0.03115,0.01102,0.14064,0.33466,0.09213,0.03212,
1693382561712041984,0.03530,-0.14254,1.00557,0.98614,0.03496,0.00308,0.16214,0.34132,0.08428,0.00726,
1693382561779703040,0.05664,-0.13190,1.00998,0.98440,0.03590,-0.00681,0.17214,0.32439,0.09526,0.00630,
1693382561881223680,0.08368,-0.10912,1.02070,0.98272,0.03155,-0.01748,0.18154,0.31904,0.15443,0.03546,
1693382561982779904,0.12129,-0.09504,1.02595,0.97996,0.01962,-0.01531,0.19765,0.32931,0.15967,0.06540,
1693382562084370688,0.15237,-0.07647,1.02900,0.97800,0.00761,-0.02119,0.20740,0.27886,0.17193,0.07289,
1693382562185997056,0.17857,-0.06003,1.02304,0.97398,-0.00594,-0.03938,0.22313,0.19223,0.13547,0.04592,
1693382562287657472,0.19848,-0.03719,1.02083,0.97036,-0.01117,-0.05772,0.23441,0.14270,0.14007,0.01682,
1693382562355450880,0.20924,-0.02824,1.02359,0.96802,-0.00771,-0.05981,0.24353,0.12583,0.12953,0.01461,
1693382562456446976,0.22110,-0.01530,1.02974,0.96382,-0.00557,-0.05440,0.26087,0.11755,0.12991,0.00198,
1693382562556019456,0.22674,-0.00143,1.04879,0.95975,-0.00510,-0.04657,0.27692,0.11090,0.13051,0.02950,
1693382562655581440,0.22706,0.01679,1.05499,0.95533,0.00135,-0.04216,0.29253,0.11849,0.18433,0.03185,
1693382562755130368,0.23650,0.03636,1.05069,0.95086,0.00136,-0.03820,0.30724,0.13695,0.23336,0.01664,
1693382562854668288,0.24634,0.06315,1.03882,0.94599,0.00553,-0.04034,0.32163,0.15226,0.30267,-0.02469,
1693382562954193664,0.26363,0.09477,1.02960,0.93820,0.00792,-0.03670,0.34405,0.17421,0.33132,-0.05044,
1693382563020537344,0.27367,0.11283,1.02022,0.93256,0.00984,-0.03917,0.35874,0.17285,0.32270,-0.06995,
1693382563120043776,0.28805,0.14413,1.01878,0.92340,0.00939,-0.04175,0.38146,0.15010,0.32391,-0.01705,
1693382563219536896,0.29753,0.17480,1.01271,0.91592,0.00307,-0.04817,0.39845,0.08003,0.25381,-0.02890,
1693382563319019264,0.29968,0.20102,1.00893,0.90510,0.00463,-0.04527,0.42276,0.05281,0.24134,-0.03568,
1693382563418492672,0.29733,0.21737,1.01800,0.89950,0.00302,-0.03437,0.43555,0.00516,0.22900,0.01155,
1693382563518079232,0.29531,0.25398,1.02135,0.89142,0.00246,-0.03847,0.45154,-0.02321,0.27215,0.02266,
1693382563617653504,0.29190,0.28801,1.02313,0.88523,0.00299,-0.04259,0.46319,-0.02985,0.34476,0.01728,
1693382563684029952,0.29448,0.31573,1.02595,0.87980,0.00435,-0.04037,0.47361,-0.01525,0.39011,0.02994,
1693382563783585536,0.29540,0.35804,1.03121,0.87260,0.00753,-0.03449,0.48716,-0.02805,0.42573,0.05374,
1693382563883128320,0.29378,0.40269,1.03051,0.86478,0.00936,-0.03533,0.50083,-0.04935,0.47303,0.03837,
1693382563982660352,0.29231,0.44973,1.03654,0.85878,0.00381,-0.03504,0.51113,-0.06827,0.45498,0.06419,
1693382564082180096,0.28860,0.48475,1.03296,0.85357,0.01242,-0.04103,0.51921,-0.06559,0.40438,0.03131,
1693382564181688576,0.27791,0.54133,1.03895,0.84827,0.01951,-0.03949,0.52772,-0.08370,0.38649,0.04407,
1693382564281184768,0.28728,0.54709,1.03612,0.83901,0.02269,-0.03452,0.54254,-0.02719,0.32265,0.04228,
1693382564380669952,0.28584,0.58350,1.04544,0.83077,0.02354,-0.02605,0.55551,0.00045,0.31558,0.06724,
1693382564447031296,0.28318,0.61821,1.05118,0.82649,0.02408,-0.02276,0.56198,0.01313,0.33072,0.05923,
1693382564546619648,0.28749,0.65579,1.05503,0.81991,0.02935,-0.01666,0.57149,0.04542,0.36224,0.03126,
1693382564646197504,0.29652,0.69184,1.05582,0.80257,0.02282,-0.01493,0.59593,0.07160,0.37183,0.01145,
1693382564745762304,0.30508,0.72702,1.05328,0.78812,0.01703,-0.03014,0.61455,0.08720,0.38923,0.00222,
1693382564845317120,0.31657,0.76726,1.05803,0.77541,0.01167,-0.03295,0.63049,0.10552,0.40139,0.04344,
1693382564944859136,0.33372,0.80027,1.06404,0.75457,0.00578,-0.03222,0.65540,0.09846,0.34974,0.08738,
1693382565044390400,0.33615,0.84596,1.07125,0.73600,0.02169,-0.04125,0.67537,0.07428,0.31274,0.06513,
1693382565143909120,0.33317,0.87715,1.07701,0.72942,0.02179,-0.03548,0.68280,0.01235,0.27329,0.03818,
1693382565210248704,0.31363,0.89900,1.07995,0.72635,0.02123,-0.03940,0.68587,-0.06714,0.25113,0.02430,
1693382565309749248,0.30412,0.92335,1.08260,0.71802,0.02639,-0.04446,0.69410,-0.10228,0.29178,-0.00234,
1693382565409240064,0.30312,0.96041,1.08733,0.70800,0.03531,-0.03808,0.70430,-0.10863,0.35532,-0.01040,
1693382565508836864,0.29266,0.99879,1.08387,0.69717,0.04254,-0.03177,0.71494,-0.13683,0.39496,-0.03122,
1693382565608420608,0.27624,1.04174,1.07966,0.68901,0.04536,-0.03909,0.72228,-0.18460,0.45419,-0.02836,
1693382565707994112,0.24550,1.11706,1.08221,0.68538,0.04138,-0.05525,0.72491,-0.24698,0.51398,0.02776,
1693382565807555072,0.24359,1.11849,1.09043,0.67659,0.03547,-0.06479,0.73264,-0.19530,0.45747,0.08998,
1693382565907105792,0.22100,1.18724,1.09748,0.66846,0.06135,-0.05906,0.73886,-0.15612,0.43488,0.05394,
1693382565973465856,0.21268,1.22269,1.10520,0.66059,0.06808,-0.04647,0.74621,-0.13188,0.41201,0.02871,
1693382566072995840,0.19598,1.25426,1.10796,0.65464,0.05649,-0.04526,0.75247,-0.17300,0.37194,-0.01828,
1693382566172515584,0.19368,1.26022,1.10097,0.65646,0.04276,-0.05833,0.75089,-0.15134,0.34345,-0.05503,
1693382566272022784,0.16623,1.32459,1.09847,0.64045,0.03691,-0.05068,0.76543,-0.13369,0.40685,-0.04967,
1693382566371518976,0.15673,1.36295,1.08974,0.62267,0.04729,-0.03910,0.78008,-0.12373,0.39696,-0.04687,
1693382566471083008,0.14644,1.40040,1.08195,0.60256,0.04970,-0.04363,0.79533,-0.13387,0.38990,-0.02342,
1693382566570671872,0.13620,1.43042,1.08555,0.57978,0.04086,-0.04516,0.81250,-0.12171,0.38431,0.04915,
1693382566637057536,0.13040,1.45188,1.08630,0.56387,0.04546,-0.03881,0.82369,-0.08039,0.32302,0.06425,
1693382566736626432,0.10595,1.49483,1.09026,0.54227,0.05733,-0.04172,0.83721,-0.13800,0.28557,0.05889,
1693382566836184320,0.08079,1.52297,1.09603,0.53205,0.05315,-0.05031,0.84354,-0.14991,0.20661,0.04209,
1693382566935729920,0.05460,1.55110,1.09982,0.51559,0.05813,-0.05249,0.85325,-0.18965,0.19193,0.01656,
1693382567035265024,0.07128,1.53076,1.10168,0.49861,0.05706,-0.04618,0.86371,-0.16574,0.12328,-0.00172,
1693382567134787072,0.03324,1.56920,1.09943,0.48060,0.05544,-0.04788,0.87387,-0.24152,0.14124,-0.02070,
1693382567234298880,-0.00801,1.60080,1.09459,0.46450,0.05655,-0.05039,0.88233,-0.31596,0.16404,-0.04626,
1693382567333798144,-0.02586,1.60237,1.09171,0.45191,0.05469,-0.05053,0.88895,-0.36084,0.15534,-0.04651,
1693382567400127488,-0.05472,1.61615,1.08994,0.44517,0.05688,-0.05059,0.89221,-0.40041,0.15035,-0.03212,
1693382567500361728,-0.09387,1.63239,1.08805,0.43214,0.05797,-0.04897,0.89861,-0.40943,0.15010,-0.00237,
1693382567601106944,-0.13137,1.64501,1.09341,0.42576,0.04989,-0.04412,0.90238,-0.37044,0.11701,0.03790,
1693382567701863168,-0.15594,1.64929,1.09329,0.41580,0.05187,-0.04641,0.90679,-0.32964,0.09288,0.03218,
1693382567802628864,-0.19265,1.66538,1.09594,0.40623,0.05305,-0.04162,0.91128,-0.30386,0.12330,0.01261,
1693382567903405312,-0.22410,1.67479,1.09509,0.39013,0.04518,-0.03856,0.91884,-0.30594,0.10798,-0.01797,
1693382567970594816,-0.25811,1.68301,1.09257,0.38433,0.04297,-0.03932,0.92136,-0.32612,0.10603,-0.02997,
1693382568071387648,-0.28503,1.69310,1.08945,0.37030,0.03706,-0.04194,0.92722,-0.30933,0.10686,-0.02707,
1693382568172190976,-0.31912,1.70453,1.08742,0.35663,0.03213,-0.04011,0.93283,-0.34058,0.11458,-0.01869,
1693382568273003264,-0.35305,1.71846,1.08426,0.34014,0.03002,-0.04024,0.93903,-0.37198,0.13285,-0.01569,
1693382568373827328,-0.38883,1.73310,1.08083,0.31689,0.03153,-0.04600,0.94682,-0.40643,0.15331,-0.00880,
1693382568474655744,-0.43367,1.74961,1.07811,0.28425,0.03828,-0.05006,0.95668,-0.40322,0.16575,0.02922,
1693382568541399808,-0.46545,1.75918,1.07962,0.26556,0.04770,-0.04728,0.96175,-0.40329,0.16229,0.05945,
1693382568641524224,-0.50770,1.77173,1.08350,0.23420,0.06635,-0.04484,0.96888,-0.33160,0.12842,0.06305,
1693382568741658112,-0.53273,1.77880,1.09330,0.20423,0.07978,-0.04548,0.97461,-0.26225,0.09140,0.06486,
1693382568841803264,-0.57497,1.78225,1.10665,0.18008,0.08297,-0.04088,0.97929,-0.25388,0.06384,0.07715,
1693382568941957120,-0.59034,1.77914,1.11670,0.15939,0.08645,-0.03204,0.98290,-0.23646,0.03685,0.05992,
1693382569042122496,-0.62424,1.77742,1.12308,0.14134,0.08210,-0.02868,0.98613,-0.27022,-0.00634,0.03984,
1693382569142297088,-0.64955,1.77230,1.12546,0.13064,0.08099,-0.03375,0.98754,-0.29510,-0.04383,0.01343,
1693382569209085952,-0.67686,1.77131,1.12238,0.12296,0.08139,-0.03532,0.98844,-0.31801,-0.05936,-0.01808,
1693382569309278208,-0.70986,1.76826,1.11791,0.10996,0.08570,-0.03740,0.98953,-0.36319,-0.09351,-0.04377,
1693382569409479680,-0.74633,1.75518,1.11676,0.09431,0.08254,-0.04582,0.99106,-0.41712,-0.14363,-0.04422,
1693382569509485568,-0.78960,1.73978,1.10884,0.08157,0.08285,-0.04274,0.99230,-0.44892,-0.17733,-0.04960,
1693382569609074944,-0.83524,1.72557,1.10113,0.05921,0.08492,-0.04182,0.99375,-0.49033,-0.19733,-0.05184,
1693382569708653824,-0.89306,1.69490,1.09988,0.04130,0.08078,-0.04622,0.99480,-0.47824,-0.24583,-0.03297,
1693382569808219904,-0.93215,1.67415,1.09632,0.01844,0.07757,-0.05060,0.99553,-0.38018,-0.20955,0.00748,
1693382569874591232,-0.96290,1.65358,1.09664,0.00531,0.07554,-0.04486,0.99612,-0.33686,-0.19663,0.02045,
1693382569974139136,-0.99940,1.62745,1.09711,-0.00955,0.07158,-0.03625,0.99673,-0.27799,-0.18644,0.00387,
1693382570073674752,-1.02701,1.60387,1.09627,-0.02313,0.06528,-0.04540,0.99657,-0.25695,-0.19015,-0.01517,
1693382570173199360,-1.05451,1.58816,1.09631,-0.03337,0.05937,-0.04740,0.99655,-0.28568,-0.17205,-0.02822,
1693382570272711424,-1.08981,1.56972,1.09012,-0.04996,0.05023,-0.04322,0.99655,-0.31407,-0.18583,-0.05130,
1693382570372213248,-1.11591,1.55463,1.08173,-0.06469,0.04910,-0.04589,0.99564,-0.32366,-0.20838,-0.06877,
1693382570471704832,-1.15090,1.53710,1.07609,-0.08717,0.04676,-0.04699,0.99399,-0.35379,-0.19096,-0.05137,
1693382570571300352,-1.19126,1.51604,1.06835,-0.12461,0.04535,-0.03628,0.99050,-0.37185,-0.19336,-0.02171,
1693382570637690624,-1.20494,1.51155,1.06750,-0.14994,0.05000,-0.03411,0.98684,-0.35165,-0.20340,0.00649,
