1,0.0956821
2,0.0842299
3,0.0936863
4,0.0922036
5,0.104587
6,0.092034
7,0.10414
8,0.102102
9,0.110466
10,0.101943
11,0.0931622
12,0.0855289
13,0.0868407
14,0.0896817
15,0.0927798
16,0.0960481
17,0.0979397
18,0.0848945
19,0.0893704
20,0.085231
21,0.0888255
22,0.086967
23,0.0922533
24,0.0960671
25,0.0985949
26,0.0915563
27,0.101364
28,0.0885968
29,0.0931566
30,0.0900714
31,0.0890888
32,0.0997344
33,0.100785
34,0.105838
35,0.0973627
36,0.101562
37,0.102859
38,0.0987675
39,0.0938887
40,0.0945921
41,0.0949497
42,0.0866892
43,0.103395
44,0.090263
45,0.10228
46,0.0972661
47,0.100105
48,0.0959062
49,0.109577
50,0.106566
51,0.116228
52,0.108987
53,0.110623
54,0.114494
55,0.10869
56,0.0998763
57,0.109647
58,0.0932232
59,0.100254
60,0.0889936
61,0.0947095
62,0.100471
63,0.10947
64,0.0990445
65,0.106908
66,0.0964451
67,0.106783
68,0.107263
69,0.111696
70,0.114037
71,0.116403
72,0.107002
73,0.0968302
74,0.101177
75,0.0943259
76,0.0911762
77,0.0963162
78,0.092961
79,0.0942611
80,0.0865672
81,0.0953014
82,0.0938231
83,0.0999903
84,0.0899771
85,0.0919415
86,0.0848496
87,0.0991068
88,0.0842988
89,0.107266
90,0.0953945
91,0.106059
92,0.0992621
93,0.105765
94,0.0944196
95,0.102456
96,0.08886
97,0.0957844
98,0.09208
99,0.0956725
100,0.0887568
101,0.095135
102,0.0942584
103,0.101909
104,0.0875777
105,0.101207
106,0.29998
107,0.0966812
108,0.0886838
109,0.0965214
110,0.0900734
111,0.0984034
112,0.0915268
113,0.108376
114,0.0987813
115,0.104912
116,0.0893413
117,0.0994781
118,0.0942788
119,0.093531
120,0.0920631
121,0.103139
122,0.092842
123,0.101914
124,0.0909303
125,0.0979857
126,0.0874508
127,0.105729
128,0.0946339
129,0.105727
130,0.102202
131,0.108917
132,0.0993137
133,0.101917
134,0.102125
135,0.103996
136,0.0992256
137,0.109799
138,0.0981961
139,0.105144
140,0.110367
141,0.106438
142,0.0974395
143,0.0976322
144,0.0979367
145,0.0974676
146,0.0979576
147,0.101463
148,0.102738
149,0.114719
150,0.116382
151,0.119828
152,0.126859
153,0.104271
154,0.101258
155,0.0942688
156,0.0936885
157,0.0918815
158,0.0870723
159,0.0856955
160,0.101541
161,0.103912
162,0.100028
163,0.0858839
164,0.0848896
165,0.0974402
166,0.0971144
167,0.11288
168,0.108986
169,0.11501
170,0.120682
171,0.1072
172,0.109854
173,0.0921826
174,0.0891337
175,0.0970081
176,0.0908314
177,0.0933984
178,0.0964778
179,0.0990278
180,0.0924543
181,0.108021
182,0.0916283
183,0.0981392
184,0.0972471
185,0.110838
186,0.102914
187,0.10978
188,0.103281
