,rmse,mean,median,std,min,max,sse
mycalib_traj.txt,0.07947528338778928,0.07044580907026128,0.0669277824369017,0.03679277991679492,0.01971649707695286,0.1729428071908011,0.183173299417513
kalibr_traj.txt,0.07645584175740856,0.06337275043591013,0.05151954904453643,0.042771371745850634,0.01795837231081045,0.18585674810542208,0.16367388068734917
