,rmse,mean,median,std,min,max,sse
mycalib_traj.txt,0.0526242660380995,0.04482489181565365,0.04196095791912883,0.027568867400813157,0.012269597397122715,0.11587250037521817,0.07200214777726548
kalibr_traj.txt,0.0627285869734728,0.05540016572368849,0.04959120395422788,0.029422733752600086,0.01772750108798821,0.13181246262773014,0.10230676621590208
