,rmse,mean,median,std,min,max,sse
mycalib_traj.txt,0.08431426367711699,0.0779276197572319,0.08057705710390545,0.032189767603800566,0.01363397822505283,0.1594814756422073,15.43341117398868
kalibr_traj.txt,0.08732530075036322,0.08158386640352236,0.0784352645137995,0.03114130526798136,0.028194145392972724,0.2129575957748679,16.555412396127952
