# timestamp(s) tx ty tz qx qy qz qw
1693382237.78272 0.026873 0.174291 0.032950 -0.008551 0.027100 -0.722344 0.690950
1693382237.80148 0.001074 0.007156 0.048304 0.005298 0.033313 -0.729346 0.683313
1693382237.83412 0.003264 0.012317 0.052186 0.010830 0.030640 -0.734008 0.678362
1693382237.86794 0.021122 0.016882 0.061506 0.014438 0.027988 -0.742284 0.669345
1693382237.90154 0.035110 0.021511 0.076244 0.014961 0.022838 -0.749049 0.661952
1693382237.93544 0.048596 0.025697 0.092253 0.014883 0.020067 -0.753731 0.656707
1693382237.96905 0.059675 0.030384 0.110744 0.014458 0.016547 -0.756922 0.653136
1693382238.00277 0.068241 0.034721 0.130387 0.013950 0.013923 -0.759284 0.650461
1693382238.03647 0.075559 0.039358 0.150680 0.013522 0.012726 -0.761627 0.647750
1693382238.07028 0.022072 0.040206 0.162545 0.010169 0.009172 -0.756669 0.653654
1693382238.10368 0.003458 0.051668 0.194455 0.011584 0.010129 -0.756722 0.653555
1693382238.13685 -0.011702 0.057274 0.205169 0.009900 0.008383 -0.757452 0.652762
1693382238.17024 -0.017447 0.059241 0.222333 0.009151 0.008007 -0.759252 0.650683
1693382238.20330 0.002586 0.047469 0.219453 0.009000 0.003025 -0.762924 0.646418
1693382238.23661 0.003816 0.047417 0.235163 0.011077 0.002446 -0.765697 0.643101
1693382238.26995 0.003256 0.052610 0.261222 0.013112 0.003212 -0.769438 0.638579
1693382238.30332 0.001567 0.055372 0.278258 0.015752 0.002331 -0.773045 0.634152
1693382238.33666 0.003513 0.060158 0.298836 0.017879 0.000838 -0.777040 0.629196
1693382238.36993 -0.005795 0.067531 0.318932 0.020521 -0.001014 -0.779133 0.626522
1693382238.40321 -0.008901 0.075224 0.344511 0.021059 -0.002045 -0.782096 0.622799
1693382238.43664 -0.027498 0.092250 0.388343 0.020616 -0.001787 -0.784224 0.620133
1693382238.46985 -0.025677 0.096349 0.410708 0.019520 -0.002740 -0.787853 0.615548
1693382238.50298 -0.023168 0.100914 0.434545 0.017525 -0.004216 -0.789613 0.613341
1693382238.53621 -0.021693 0.104371 0.458185 0.015532 -0.004061 -0.790096 0.612773
1693382238.56949 -0.022331 0.109575 0.483637 0.011650 -0.003558 -0.790100 0.612857
1693382238.60280 -0.022751 0.113522 0.508308 0.006838 -0.002556 -0.790214 0.612788
1693382238.63613 -0.024774 0.118767 0.535846 0.003196 -0.000847 -0.790093 0.612979
1693382238.66943 -0.028248 0.124729 0.564350 0.000248 -0.001446 -0.790351 0.612653
1693382238.70261 -0.031221 0.129096 0.590209 0.001312 -0.001856 -0.790774 0.612104
1693382238.73588 -0.034490 0.133705 0.614560 0.003659 -0.004262 -0.791703 0.610880
1693382238.76913 -0.036716 0.137659 0.638163 0.007970 -0.006312 -0.793262 0.608795
1693382238.80247 -0.039247 0.142658 0.661460 0.012235 -0.009239 -0.794638 0.606889
1693382238.83582 -0.040676 0.147032 0.682536 0.015030 -0.011909 -0.796411 0.604452
1693382238.86914 -0.041742 0.150828 0.699612 0.017164 -0.013983 -0.797552 0.602844
1693382238.90239 -0.044457 0.155255 0.719051 0.018808 -0.013911 -0.799096 0.600748
1693382238.93575 -0.047726 0.159782 0.737166 0.020754 -0.013398 -0.800598 0.598693
1693382238.96910 -0.051217 0.164329 0.753891 0.022729 -0.014599 -0.802139 0.596526
1693382239.00216 -0.054630 0.168431 0.769493 0.026109 -0.017161 -0.801769 0.596817
1693382239.03542 -0.058420 0.172260 0.783995 0.029486 -0.020571 -0.799649 0.599390
1693382239.06874 -0.062700 0.174712 0.795396 0.033292 -0.022971 -0.797062 0.602542
1693382239.10192 -0.067840 0.178111 0.808454 0.034210 -0.025742 -0.794561 0.605673
1693382239.13525 -0.070978 0.181311 0.819622 0.032274 -0.029147 -0.792426 0.608416
1693382239.16841 -0.074187 0.183620 0.830214 0.029829 -0.031911 -0.790034 0.611505
1693382239.20147 -0.078634 0.185585 0.840705 0.028085 -0.033762 -0.788406 0.613586
1693382239.23460 -0.081557 0.187120 0.849618 0.027424 -0.034681 -0.787920 0.614189
1693382239.26775 -0.084541 0.188094 0.859109 0.027999 -0.035922 -0.787517 0.614608
1693382239.30090 -0.086842 0.188996 0.866732 0.029559 -0.038520 -0.786983 0.615062
1693382239.33405 -0.089040 0.189730 0.873794 0.032666 -0.041880 -0.786474 0.615335
1693382239.36717 -0.090991 0.190383 0.880472 0.036853 -0.045965 -0.786343 0.614974
1693382239.40032 -0.092565 0.191166 0.887407 0.041960 -0.051608 -0.786395 0.614132
