# timestamp(s) tx ty tz qx qy qz qw
1693382237.77132 -0.001616 0.044317 0.037430 -0.000895 0.033983 -0.723574 0.689409
1693382237.80152 -0.020946 -0.029653 0.024121 0.003524 0.035638 -0.727994 0.684648
1693382237.83502 -0.019054 -0.021831 0.034569 0.009816 0.029815 -0.733882 0.678552
1693382237.86894 -0.012153 -0.013180 0.047826 0.013131 0.025273 -0.740496 0.671457
1693382237.90245 -0.003207 -0.004662 0.064077 0.013554 0.018837 -0.746687 0.664770
1693382237.93625 0.006869 0.003322 0.081111 0.013416 0.015452 -0.750996 0.659990
1693382237.96991 0.017961 0.010869 0.099497 0.012800 0.011863 -0.754212 0.656399
1693382238.00367 0.028808 0.016920 0.118798 0.012078 0.009384 -0.756819 0.653445
1693382238.03739 0.039060 0.022789 0.138607 0.011402 0.008372 -0.759475 0.650383
1693382238.07124 0.000233 0.021995 0.149606 0.007452 0.005407 -0.755904 0.654618
1693382238.10482 -0.006594 0.031100 0.180633 0.007971 0.006942 -0.756765 0.653602
1693382238.13808 -0.010352 0.039040 0.195504 0.006602 0.005744 -0.758511 0.651601
1693382238.17147 -0.013100 0.043355 0.216198 0.006034 0.005896 -0.760476 0.649311
1693382238.20453 0.000208 0.037077 0.222986 0.006476 0.001998 -0.763463 0.645816
1693382238.23785 0.002940 0.038692 0.241600 0.008730 0.001737 -0.766453 0.642238
1693382238.27119 0.003328 0.045374 0.269607 0.010981 0.002706 -0.770317 0.637561
1693382238.30456 0.002691 0.049245 0.288803 0.013817 0.001835 -0.773990 0.633045
1693382238.33789 0.003874 0.055558 0.311830 0.016288 0.000486 -0.777920 0.628152
1693382238.37113 -0.011949 0.066348 0.334824 0.019497 -0.001452 -0.778998 0.626722
1693382238.40440 -0.011662 0.072579 0.357803 0.019934 -0.002787 -0.782199 0.622704
1693382238.43777 -0.025968 0.088407 0.400552 0.019513 -0.002563 -0.784596 0.619694
1693382238.47100 -0.023949 0.092577 0.422772 0.018487 -0.003653 -0.788078 0.615287
1693382238.50417 -0.021347 0.097761 0.448046 0.016623 -0.004983 -0.789767 0.613161
1693382238.53744 -0.020103 0.102001 0.473158 0.014741 -0.004548 -0.790153 0.612715
1693382238.57068 -0.021396 0.108030 0.500104 0.010921 -0.003788 -0.789969 0.613038
1693382238.60403 -0.022214 0.112595 0.525930 0.006235 -0.002405 -0.789921 0.613172
1693382238.63728 -0.024786 0.118636 0.555379 0.002695 -0.000336 -0.789668 0.613529
1693382238.67054 -0.028461 0.124615 0.585216 -0.000111 -0.000798 -0.789733 0.613450
1693382238.70375 -0.031125 0.128714 0.611935 0.001381 -0.001056 -0.790091 0.612988
1693382238.73701 -0.034103 0.133302 0.637034 0.003765 -0.003370 -0.791045 0.611737
1693382238.77028 -0.035466 0.136986 0.661290 0.008145 -0.005368 -0.792722 0.609505
1693382238.80357 -0.037117 0.141771 0.685150 0.012298 -0.007922 -0.794356 0.607276
1693382238.83690 -0.037679 0.145824 0.706701 0.015106 -0.010545 -0.796185 0.604773
1693382238.87021 -0.038153 0.149354 0.724065 0.017250 -0.012646 -0.797394 0.603080
1693382238.90347 -0.039781 0.153225 0.743538 0.018845 -0.012492 -0.799085 0.600793
1693382238.93683 -0.042222 0.157299 0.761854 0.020778 -0.011983 -0.800689 0.598601
1693382238.97014 -0.044751 0.161317 0.778635 0.022733 -0.013196 -0.802336 0.596294
1693382239.00312 -0.047064 0.164908 0.794267 0.026105 -0.015828 -0.802089 0.596424
1693382239.03637 -0.049829 0.168276 0.808607 0.029392 -0.019170 -0.800078 0.598869
1693382239.06969 -0.053568 0.170242 0.819662 0.033170 -0.021538 -0.797509 0.602010
1693382239.10283 -0.058037 0.173631 0.832635 0.033970 -0.024417 -0.794978 0.605194
1693382239.13613 -0.060948 0.176097 0.844182 0.032316 -0.027686 -0.792739 0.608075
1693382239.16927 -0.063139 0.178375 0.853770 0.029640 -0.030482 -0.790310 0.611230
1693382239.20231 -0.067270 0.180021 0.864263 0.027948 -0.032316 -0.788562 0.613469
1693382239.23544 -0.069365 0.181243 0.872941 0.027270 -0.033229 -0.788062 0.614094
1693382239.26859 -0.071150 0.182128 0.881295 0.027658 -0.034666 -0.787701 0.614459
1693382239.30173 -0.072751 0.182437 0.889318 0.029365 -0.037185 -0.787217 0.614854
