1,0.0917163
2,0.0882998
3,0.107008
4,0.0955561
5,0.0982124
6,0.0962062
7,0.0928126
8,0.0865659
9,0.0859113
10,0.091693
11,0.0950795
12,0.0967547
13,0.0965612
14,0.105652
15,0.0884181
16,0.0926435
17,0.0920016
18,0.0901401
19,0.0928103
20,0.0906011
21,0.0819094
22,0.0863529
23,0.0877389
24,0.0874691
25,0.0843422
26,0.0917447
27,0.0956646
28,0.0975968
29,0.0872796
30,0.100449
31,0.103619
32,0.108441
33,0.0997102
34,0.104497
35,0.101557
36,0.0934379
37,0.0884928
38,0.0974262
39,0.0853291
40,0.0954051
41,0.0886627
42,0.0939381
43,0.0928509
44,0.092794
45,0.0920117
46,0.0924227
47,0.0916534
48,0.0958654
49,0.0938877
50,0.0850512
51,0.0931745
52,0.0906352
53,0.0910197
54,0.0953994
55,0.0935537
56,0.0896782
57,0.0884954
58,0.0866252
59,0.102133
60,0.0974985
61,0.0944566
62,0.103494
63,0.0902172
64,0.100877
65,0.0917033
66,0.101984
67,0.0945666
68,0.0986814
69,0.100386
70,0.098433
71,0.0932837
72,0.0977032
73,0.0919691
74,0.0927483
75,0.0905301
76,0.100716
77,0.0948626
78,0.0958438
79,0.0915766
80,0.0913589
81,0.0994493
82,0.0994368
83,0.0924224
84,0.106067
85,0.102161
86,0.107428
87,0.0952709
88,0.0918454
89,0.0916639
90,0.0910985
91,0.0810334
92,0.0822411
93,0.0862193
94,0.0858922
95,0.0860383
96,0.0892722
97,0.0923943
98,0.0897344
99,0.0873467
100,0.0933036
101,0.0917946
102,0.0892082
103,0.0923758
104,0.0914324
105,0.0901191
106,0.0918333
107,0.0827989
108,0.084717
109,0.0962168
110,0.0969023
111,0.0940479
112,0.101122
113,0.100894
114,0.0956978
115,0.094919
116,0.0967279
117,0.09268
118,0.0986168
119,0.0893422
120,0.100481
121,0.0980364
122,0.100941
123,0.0930959
124,0.0905683
125,0.106028
126,0.102146
127,0.0984723
128,0.0880922
129,0.103837
130,0.102127
131,0.0962516
132,0.101123
133,0.100338
134,0.103748
135,0.0988994
136,0.100079
137,0.0916613
138,0.100056
139,0.0904797
140,0.101666
141,0.0901421
142,0.103984
143,0.0962874
144,0.111722
145,0.0947014
146,0.109149
147,0.09935
148,0.105108
149,0.104551
150,0.105637
151,0.109396
152,0.0959654
153,0.100159
154,0.101647
155,0.0826847
156,0.100573
157,0.0874002
158,0.0938432
159,0.0905945
160,0.0863116
